ArchivePath,RunName,Status,Note,Dataset,Model,Pretrained,Dropout,Epochs,BestEpoch,Optimizer,FreezeBackbone,LrBackbone,LrFinetune,BatchSize,NumWorkers,ClassWeights,LabelSmoothing,DPEnabled,DPMode,NoiseMultiplier,TargetEpsilon,TargetDelta,MaxGradNorm,PoissonSampling,Clipping,GradSampleMode,BestValBalancedAccuracy,BestValAUC,BestValSensitivity,BestValSpecificity,BestValLoss,FinalTestBalancedAccuracy,FinalTestAUC,FinalTestSensitivity,FinalTestSpecificity,FinalTestLoss,BestModelTestBalancedAccuracy,BestModelTestAUC,BestModelTestSensitivity,BestModelTestSpecificity,BestModelTestLoss,FinalEpsilon,AverageEpochDuration,Duration,ArchiveTimestamp
centralized_runs/archive/2026-05-14/adam_pilots_20260514_025822/adam_headonly_dp_noise02_b128_e10_seed42_20260514_025822,adam_headonly_dp_noise02_b128_e10_seed42_20260514_025822,completed,Collapsed,Dataset,ConvNeXtTiny,true,0.5,10,1,Adam,true,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,0.2,,1e-05,1.0,true,flat,hooks,0.5,0.5654557706444499,0.0,1.0,1.0399065494537354,0.5,0.6226073839755136,0.0,1.0,1.1184717774391175,0.5,0.5347927009651011,0.0,1.0,1.0530883729457856,253.17401889416584,00:02:26,00:24:21,
centralized_runs/archive/2026-05-14/adam_pilots_20260514_025822/adam_headonly_dp_noise05_b128_e10_seed42_20260514_025822,adam_headonly_dp_noise05_b128_e10_seed42_20260514_025822,completed,Collapsed,Dataset,ConvNeXtTiny,true,0.5,10,1,Adam,true,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,0.5,,1e-05,1.0,true,flat,hooks,0.5,0.5578902229845626,0.0,1.0,0.9932165622711182,0.5,0.6053629746789099,0.0,1.0,1.1125721693038941,0.5,0.5280047742483488,0.0,1.0,1.0061448752880096,21.087949108180695,00:02:52,00:28:40,
centralized_runs/archive/2026-05-14/adam_pilots_20260514_025822/adam_headonly_dp_noise10_b128_e10_seed42_20260514_025822,adam_headonly_dp_noise10_b128_e10_seed42_20260514_025822,completed,Collapsed,Dataset,ConvNeXtTiny,true,0.5,10,1,Adam,true,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,1.0,,1e-05,1.0,true,flat,hooks,0.5,0.5374448664543005,0.0,1.0,0.9329019546508789,0.5,0.5840472738456132,0.0,1.0,1.1039000809192658,0.5,0.5170942987273552,0.0,1.0,0.9439312219619751,3.697648170149531,00:01:08,00:11:15,
centralized_runs/archive/2026-05-14/adam_pilots_20260514_025822/adam_headonly_nondp_b128_e10_seed42_20260514_025822,adam_headonly_nondp_b128_e10_seed42_20260514_025822,completed,,Dataset,ConvNeXtTiny,true,0.5,10,8,Adam,true,1e-05,0.0001,128,2,true,0.1,false,noise_multiplier,0.0,,1e-05,1.0,true,flat,hooks,0.6176948051948052,0.6824614065180103,0.6103896103896104,0.625,0.6793054461479187,0.6020220992047801,0.6597762254148177,0.6820987654320988,0.5219454329774614,0.6662151455879212,0.5986885461974429,0.6502716635180059,0.6481481481481481,0.5492289442467378,0.6745043992996216,,00:00:43,00:07:08,
centralized_runs/archive/2026-05-14/adam_pilots_cachedataset_20260514_141019/adam_fullbackbone_nondp_b128_e50_seed42_20260514_141019,adam_fullbackbone_nondp_b128_e50_seed42_20260514_141019,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,45,Adam,false,1e-05,0.0001,128,2,true,0.1,false,noise_multiplier,0.0,,1e-05,1.0,true,flat,hooks,0.8144296740994854,0.8846790002450381,0.7727272727272727,0.8561320754716981,0.5554308652877807,0.7735710206054216,0.8486006765959316,0.7345679012345679,0.8125741399762753,0.5859841883182526,0.780682966477747,0.8592621882459763,0.7191358024691358,0.8422301304863582,0.5760994374752044,,00:01:16,01:03:22,
centralized_runs/archive/2026-05-14/adam_pilots_cachedataset_20260514_141019/adam_headonly_dp_noise02_clip5_b128_e10_seed42_20260514_141019,adam_headonly_dp_noise02_clip5_b128_e10_seed42_20260514_141019,completed,Collapsed,CacheDataset,ConvNeXtTiny,true,0.5,25,1,Adam,true,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,0.2,,1e-05,5.0,true,flat,hooks,0.5,0.5660224209752511,0.0,1.0,1.011564600467682,0.5,0.687835918164111,0.0,1.0,1.016520655155182,0.5,0.5361070837543751,0.0,1.0,1.0237493455410003,458.10754457180866,00:00:15,00:06:04,
centralized_runs/archive/2026-05-14/adam_pilots_cachedataset_20260514_141019/adam_headonly_dp_noise05_clip10_b128_e10_seed42_20260514_141019,adam_headonly_dp_noise05_clip10_b128_e10_seed42_20260514_141019,completed,Collapsed,CacheDataset,ConvNeXtTiny,true,0.5,25,1,Adam,true,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,0.5,,1e-05,10.0,true,flat,hooks,0.5,0.5483490566037736,0.0,1.0,0.9173968076705933,0.5,0.675197340480061,0.0,1.0,0.9280649423599243,0.5,0.5264249520378425,0.0,1.0,0.9276741564273834,33.25652723628989,00:00:12,00:05:01,
centralized_runs/archive/2026-05-14/adam_pilots_cachedataset_20260514_141019/adam_headonly_dp_noise05_clip5_b128_e10_seed42_20260514_141019,adam_headonly_dp_noise05_clip5_b128_e10_seed42_20260514_141019,completed,Collapsed,CacheDataset,ConvNeXtTiny,true,0.5,25,1,Adam,true,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,0.5,,1e-05,5.0,true,flat,hooks,0.5,0.5555547047292331,0.0,1.0,0.9676369667053223,0.5,0.6652644142758813,0.0,1.0,1.0389020502567292,0.5,0.5287516658611953,0.0,1.0,0.9797368109226227,33.25652723628989,00:00:12,00:05:00,
centralized_runs/archive/2026-05-14/adam_pilots_cachedataset_20260514_141019/adam_headonly_dp_sgdrecipe_noise10_clip1_b256_e15_seed42_20260514_141019,adam_headonly_dp_sgdrecipe_noise10_clip1_b256_e15_seed42_20260514_141019,completed,Collapsed,CacheDataset,ConvNeXtTiny,true,0.5,25,1,Adam,true,1e-05,0.0001,256,2,true,0.1,true,noise_multiplier,1.0,,1e-05,1.0,true,flat,hooks,0.5,0.5100618720901741,0.0,1.0,0.8315527439117432,0.5,0.610441105399587,0.0,1.0,1.1207600116729737,0.5030864197530864,0.5058213611001274,0.006172839506172839,1.0,0.8398322463035583,8.581217433888234,00:00:12,00:05:06,
centralized_runs/archive/2026-05-14/adam_pilots_cachedataset_20260514_141019/adam_headonly_dp_sgdrecipe_noise12_clip1_b256_e15_seed42_20260514_141019,adam_headonly_dp_sgdrecipe_noise12_clip1_b256_e15_seed42_20260514_141019,completed,Collapsed,CacheDataset,ConvNeXtTiny,true,0.5,25,1,Adam,true,1e-05,0.0001,256,2,true,0.1,true,noise_multiplier,1.2,,1e-05,1.0,true,flat,hooks,0.5032467532467533,0.5078412153883852,0.006493506493506494,1.0,0.8239954113960266,0.5,0.6082626715287845,0.0,1.0,1.1211437463760376,0.5046296296296297,0.5041463468213172,0.009259259259259259,1.0,0.8319161295890808,6.171429334294281,00:00:12,00:05:05,
centralized_runs/archive/2026-05-14/adam_pilots_cachedataset_20260514_141019/adam_headonly_nondp_b128_e50_seed42_20260514_141019,adam_headonly_nondp_b128_e50_seed42_20260514_141019,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,50,Adam,true,1e-05,0.0001,128,2,true,0.1,false,noise_multiplier,0.0,,1e-05,1.0,true,flat,hooks,0.6787552070570938,0.7654833374172997,0.6688311688311688,0.6886792452830188,0.6283658146858215,0.6673860990290409,0.7346081748019273,0.6882716049382716,0.6465005931198102,0.6320276439189911,0.6673860990290409,0.7346081748019273,0.6882716049382716,0.6465005931198102,0.6320276439189911,,00:00:12,00:09:45,
centralized_runs/archive/2026-05-16/fullbackbone_dp_diagnostics_clip200_20260516_004542/adam_fullbackbone_dp_diag_noise0_clip10_b128_e10_seed42_20260516_004542,adam_fullbackbone_dp_diag_noise0_clip10_b128_e10_seed42_20260516_004542,completed,,CacheDataset,ConvNeXtTiny,true,0.5,10,9,Adam,false,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,0.0,,1e-05,10.0,true,flat,hooks,0.7158018867924528,0.8314138691497182,0.5,0.9316037735849056,0.7021942138671875,0.7031270594437855,0.8287165180205908,0.4537037037037037,0.9525504151838672,0.6861681878566742,0.7116778700408594,0.8318944686085848,0.48148148148148145,0.9418742586002372,0.6616046458482743,nan,00:01:45,00:17:28,
centralized_runs/archive/2026-05-16/fullbackbone_dp_diagnostics_clip200_20260516_004542/adam_fullbackbone_dp_diag_noise0_clip200_b128_e10_seed42_20260516_004542,adam_fullbackbone_dp_diag_noise0_clip200_b128_e10_seed42_20260516_004542,completed,,CacheDataset,ConvNeXtTiny,true,0.5,10,9,Adam,false,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,0.0,,1e-05,200.0,true,flat,hooks,0.76514641019358,0.8565149473168341,0.6883116883116883,0.8419811320754716,0.5817055106163025,0.7539815913184833,0.8288885959902174,0.6882716049382716,0.8196915776986952,0.58579803109169,0.7505546768595404,0.826043817641287,0.7253086419753086,0.7758007117437722,0.580087298154831,nan,00:01:45,00:17:28,
centralized_runs/archive/2026-05-16/fullbackbone_dp_diagnostics_clip200_20260516_004542/adam_fullbackbone_dp_diag_noise0_clip50_b128_e10_seed42_20260516_004542,adam_fullbackbone_dp_diag_noise0_clip50_b128_e10_seed42_20260516_004542,completed,,CacheDataset,ConvNeXtTiny,true,0.5,10,8,Adam,false,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,0.0,,1e-05,50.0,true,flat,hooks,0.7373652291105122,0.8337876745895614,0.5714285714285714,0.9033018867924528,0.644196343421936,0.7216565616624928,0.8197648023666213,0.5216049382716049,0.9217081850533808,0.6494521170854568,0.7321185360924388,0.817860961000542,0.5864197530864198,0.8778173190984578,0.6180818468332291,nan,00:01:45,00:17:29,
centralized_runs/archive/2026-05-16/fullbackbone_dp_diagnostics_clip200_20260516_004542/adam_fullbackbone_dp_noise03_clip200_b128_e50_seed42_20260516_004542,adam_fullbackbone_dp_noise03_clip200_b128_e50_seed42_20260516_004542,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,49,Adam,false,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,0.3,,1e-05,200.0,true,flat,hooks,0.6616944376378339,0.7158018867924528,0.7337662337662337,0.589622641509434,0.6622092604637146,0.6405693950177935,0.6998118126034298,0.6666666666666666,0.6144721233689205,0.6576991617679596,0.6344240147620931,0.7001413236090974,0.7314814814814815,0.5373665480427047,0.6522859871387482,239.17879730060605,00:01:48,01:30:19,
centralized_runs/archive/2026-05-16/fullbackbone_dp_diagnostics_clip200_20260516_004542/adam_fullbackbone_dp_noise06_clip200_b128_e50_seed42_20260516_004542,adam_fullbackbone_dp_noise06_clip200_b128_e50_seed42_20260516_004542,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,47,Adam,false,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,0.6,,1e-05,200.0,true,flat,hooks,0.63074307767704,0.689935064935065,0.7402597402597403,0.5212264150943396,0.67831871509552,0.6201836474671587,0.671675233952814,0.7160493827160493,0.5243179122182681,0.6680173635482788,0.6218586617459689,0.6701265322261764,0.7561728395061729,0.4875444839857651,0.6677628874778747,28.902477592040427,00:01:47,01:28:51,
centralized_runs/archive/2026-05-16/fullbackbone_dp_diagnostics_clip200_20260516_004542/adam_fullbackbone_dp_noise10_clip200_b128_e50_seed42_20260516_004542,adam_fullbackbone_dp_noise10_clip200_b128_e50_seed42_20260516_004542,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,41,Adam,false,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,1.0,,1e-05,200.0,true,flat,hooks,0.6121967654986523,0.6665951972555746,0.7857142857142857,0.4386792452830189,0.6864217281341553,0.5993146171082114,0.6467367426738719,0.7407407407407407,0.4578884934756821,0.6771301329135895,0.5956515530952067,0.6346565030827586,0.7808641975308642,0.41043890865954924,0.680536562204361,8.460364202571178,00:01:47,01:29:25,
centralized_runs/archive/2026-05-17/fullbackbone_dp_interrupted_grad_output_20260517_224010/adam_fullbackbone_dp_noise06_clip200_b128_e50_seed42_20260516_171538,adam_fullbackbone_dp_noise06_clip200_b128_e50_seed42_20260516_171538,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,47,Adam,false,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,0.6,,1e-05,200.0,true,flat,hooks,0.63074307767704,0.689935064935065,0.7402597402597403,0.5212264150943396,0.67831871509552,0.6201836474671587,0.671675233952814,0.7160493827160493,0.5243179122182681,0.6680173635482788,0.6218586617459689,0.6701265322261764,0.7561728395061729,0.4875444839857651,0.6677628874778747,28.902477592040427,00:01:45,01:27:12,
centralized_runs/archive/2026-05-18/fullbackbone_dp_stopped_batch256_slow_20260518_103057/adam_fullbackbone_dp_noise06_clip200_b128_e50_seed42_20260517_224141,adam_fullbackbone_dp_noise06_clip200_b128_e50_seed42_20260517_224141,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,47,Adam,false,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,0.6,,1e-05,200.0,true,flat,hooks,0.63074307767704,0.689935064935065,0.7402597402597403,0.5212264150943396,0.67831871509552,0.6201836474671587,0.671675233952814,0.7160493827160493,0.5243179122182681,0.6680173635482788,0.6218586617459689,0.6701265322261764,0.7561728395061729,0.4875444839857651,0.6677628874778747,28.902477592040427,00:01:47,01:29:30,
centralized_runs/archive/2026-05-19/fullbackbone_dp_targeteps_sweep_20260518_104111/adam_fullbackbone_dp_noise06_clip200_b128_e50_seed42_20260518_104111,adam_fullbackbone_dp_noise06_clip200_b128_e50_seed42_20260518_104111,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,47,Adam,false,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,0.6,,1e-05,200.0,true,flat,hooks,0.63074307767704,0.689935064935065,0.7402597402597403,0.5212264150943396,0.67831871509552,0.6201836474671587,0.671675233952814,0.7160493827160493,0.5243179122182681,0.6680173635482788,0.6218586617459689,0.6701265322261764,0.7561728395061729,0.4875444839857651,0.6677628874778747,28.902477592040427,00:01:48,01:29:59,
centralized_runs/archive/2026-05-19/fullbackbone_dp_targeteps_sweep_20260518_104111/adam_fullbackbone_dp_noise08_clip250_b128_e50_seed42_20260518_104111,adam_fullbackbone_dp_noise08_clip250_b128_e50_seed42_20260518_104111,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,50,Adam,false,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,0.8,,1e-05,250.0,true,flat,hooks,0.6071581720166626,0.6665186228865475,0.7402597402597403,0.4740566037735849,0.6865947365760803,0.6050151575062608,0.6433702385659681,0.7592592592592593,0.45077105575326215,0.6785041809082031,0.6050151575062608,0.6433702385659681,0.7592592592592593,0.45077105575326215,0.6785041809082031,13.662247947316349,00:01:48,01:30:04,
centralized_runs/archive/2026-05-19/fullbackbone_dp_targeteps_sweep_20260518_104111/adam_fullbackbone_dp_noise10_clip220_b128_e50_seed42_20260518_104111,adam_fullbackbone_dp_noise10_clip220_b128_e50_seed42_20260518_104111,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,40,Adam,false,1e-05,0.0001,128,2,true,0.1,true,noise_multiplier,1.0,,1e-05,220.0,true,flat,hooks,0.6036510659152169,0.6611737319284489,0.7922077922077922,0.41509433962264153,0.6879078030586243,0.5988478098501824,0.6383104140122725,0.7623456790123457,0.43534994068801897,0.6799943208694458,0.5868810684943544,0.6247601892125418,0.8024691358024691,0.37129300118623965,0.6841678142547607,8.460364202571178,00:01:49,01:30:54,
centralized_runs/archive/2026-05-19/fullbackbone_dp_targeteps_sweep_20260518_104111/adam_fullbackbone_dp_targeteps0p8_clip200_b128_e50_seed42_20260518_104111,adam_fullbackbone_dp_targeteps0p8_clip200_b128_e50_seed42_20260518_104111,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,45,Adam,false,1e-05,0.0001,128,2,true,0.1,true,target_epsilon,6.015625,0.8,1e-05,200.0,true,flat,hooks,0.5638323940210732,0.6055041656456751,0.7597402597402597,0.36792452830188677,0.6979950189590454,0.5580378717982514,0.5694426138277463,0.7530864197530864,0.36298932384341637,0.6997030675411224,0.5335936470278108,0.5590044374148763,0.7314814814814815,0.33570581257413995,0.7012783110141754,0.79153848647456,00:01:47,01:29:25,
centralized_runs/archive/2026-05-19/fullbackbone_dp_targeteps_sweep_20260518_104111/adam_fullbackbone_dp_targeteps10_clip200_b128_e50_seed42_20260518_104111,adam_fullbackbone_dp_targeteps10_clip200_b128_e50_seed42_20260518_104111,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,36,Adam,false,1e-05,0.0001,128,2,true,0.1,true,target_epsilon,0.9210205078125,10.0,1e-05,200.0,true,flat,hooks,0.6169290615045332,0.6684789267336437,0.8116883116883117,0.4221698113207547,0.6861381649971008,0.6099907736918413,0.6511100859657601,0.7407407407407407,0.4792408066429419,0.675600665807724,0.6033676024779228,0.6327361861663957,0.7962962962962963,0.41043890865954924,0.6819703996181488,9.99050383766101,00:01:47,01:29:28,
centralized_runs/archive/2026-05-19/fullbackbone_dp_targeteps_sweep_20260518_104111/adam_fullbackbone_dp_targeteps1_clip200_b128_e50_seed42_20260518_104111,adam_fullbackbone_dp_targeteps1_clip200_b128_e50_seed42_20260518_104111,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,44,Adam,false,1e-05,0.0001,128,2,true,0.1,true,target_epsilon,4.8828125,1.0,1e-05,200.0,true,flat,hooks,0.5626531487380544,0.6094860328350895,0.7597402597402597,0.36556603773584906,0.6973562479019165,0.554594481789025,0.574956431322584,0.7438271604938271,0.365361803084223,0.6983535706996917,0.5357299767145556,0.5614684474905907,0.7345679012345679,0.3368920521945433,0.7007085025310517,0.9980195356198904,00:01:47,01:29:15,
centralized_runs/archive/2026-05-19/fullbackbone_dp_targeteps_sweep_20260518_104111/adam_fullbackbone_dp_targeteps3_clip200_b128_e50_seed42_20260518_104111,adam_fullbackbone_dp_targeteps3_clip200_b128_e50_seed42_20260518_104111,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,41,Adam,false,1e-05,0.0001,128,2,true,0.1,true,target_epsilon,1.943359375,3.0,1e-05,200.0,true,flat,hooks,0.5909703504043127,0.6382320509678999,0.7857142857142857,0.39622641509433965,0.6917404055595398,0.5699057598523791,0.6084457331986,0.7685185185185185,0.37129300118623965,0.689246779680252,0.5616020825095558,0.5939875225165854,0.7685185185185185,0.35468564650059314,0.6926315486431122,2.99177284360133,00:01:47,01:29:08,
centralized_runs/archive/2026-05-19/fullbackbone_dp_targeteps_sweep_20260518_104111/adam_fullbackbone_dp_targeteps5_clip200_b128_e50_seed42_20260518_104111,adam_fullbackbone_dp_targeteps5_clip200_b128_e50_seed42_20260518_104111,completed,,CacheDataset,ConvNeXtTiny,true,0.5,50,44,Adam,false,1e-05,0.0001,128,2,true,0.1,true,target_epsilon,1.35498046875,5.0,1e-05,200.0,true,flat,hooks,0.6006952952707669,0.6569008821367311,0.7792207792207793,0.4221698113207547,0.6888689398765564,0.5859145028777295,0.6272534891554268,0.7530864197530864,0.41874258600237246,0.6833736598491669,0.5814166776503669,0.6191621633495893,0.7808641975308642,0.3819691577698695,0.6863649427890778,4.993681719535633,00:01:47,01:29:06,
centralized_runs/archive/baseline_freezebackbone_20260513_111450/baseline_off_adam_freezebackbone_lrh1e4_b128_e20_seed42_20260513_111450,baseline_off_adam_freezebackbone_lrh1e4_b128_e20_seed42_20260513_111450,completed,,Dataset,ConvNeXtTiny,true,0.5,20,19,Adam,true,0.0,0.0001,128,10,true,0.1,false,noise_multiplier,0.5,,0.00025886616515661404,5.0,true,flat,hooks,0.6610818426856162,0.731269909335947,0.6948051948051948,0.6273584905660378,0.6471211910247803,0.6359507490883529,0.7114984696044403,0.6882716049382716,0.5836298932384342,0.6419610202312469,0.6359562409384474,0.7086317238551323,0.7037037037037037,0.5682087781731909,0.6433737576007843,,00:00:21,00:06:57,
centralized_runs/archive/convnext_tiny_20260511_150847,convnext_tiny_20260511_150847,completed,,Dataset,ConvNeXtTiny,true,0.5,50,28,Adam,,1e-05,0.0001,128,10,true,0.1,,,,,,,,,,0.8415829453565302,0.8857050967900023,0.8246753246753247,0.8584905660377359,0.5448668718338012,0.7696333640876938,0.8576768741853755,0.6697530864197531,0.8695136417556346,0.5906115531921386,,,,,,,,,
centralized_runs/archive/current_runs_20260512_165422/results/sanity_off_adam_lr5e4_b128_20260512_125000,sanity_off_adam_lr5e4_b128_20260512_125000,completed,,Dataset,ConvNeXtTiny,true,0.5,5,4,Adam,,0.0005,0.0005,128,4,true,0.1,false,noise_multiplier,1.0,,,1.0,true,flat,hooks,0.7416840235236462,0.838994731683411,0.8961038961038961,0.5872641509433962,0.6227646470069885,0.7306577039673126,0.8220457507725202,0.8148148148148148,0.6465005931198102,0.5704578876495361,0.7183394842054391,0.8402896767863159,0.8672839506172839,0.5693950177935944,0.6053832173347473,,00:01:29,00:07:27,
centralized_runs/archive/dp_adam_experiments_20260512_173837/baseline_off_adam_lrb1e5_lrh1e4_b128_e20_seed42_20260512_173837,baseline_off_adam_lrb1e5_lrh1e4_b128_e20_seed42_20260512_173837,completed,,Dataset,ConvNeXtTiny,true,0.5,20,15,Adam,false,1e-05,0.0001,128,10,true,0.1,false,noise_multiplier,0.5,,0.00025886616515661404,5.0,true,flat,hooks,0.8070938495466797,0.875903577554521,0.8311688311688312,0.7830188679245284,0.5426446497440338,0.7628948640217916,0.8441596004862119,0.7345679012345679,0.7912218268090154,0.5620153248310089,0.7498627037476385,0.8358852130105591,0.7808641975308642,0.7188612099644128,0.5619031012058258,,00:01:25,00:28:16,
centralized_runs/archive/dp_adam_experiments_20260512_173837/dp_adam_freezebackbone_lrh1e4_b128_norm5_noise05_20260512_173837,dp_adam_freezebackbone_lrh1e4_b128_norm5_noise05_20260512_173837,completed,,Dataset,ConvNeXtTiny,true,0.5,20,1,Adam,true,0.0,0.0001,128,10,true,0.1,true,noise_multiplier,0.5,,0.00025886616515661404,5.0,true,flat,hooks,0.5,0.5340449644694928,0.0,1.0,0.9739693164825439,0.5,0.6362454783767555,0.0,1.0,1.045101535320282,0.5,0.516757465254895,0.0,1.0,0.9841459929943085,24.025155041919145,00:00:21,00:07:01,
centralized_runs/archive/dp_adam_experiments_20260512_173837/dp_light_noise02_b128_e20_seed42_20260512_173837,dp_light_noise02_b128_e20_seed42_20260512_173837,completed,,Dataset,ConvNeXtTiny,true,0.5,20,1,Adam,false,1e-05,0.0001,128,10,true,0.1,true,noise_multiplier,0.2,,0.00025886616515661404,5.0,true,flat,hooks,0.5,0.5568641264395982,0.0,1.0,1.0965768575668335,0.5,0.6333274753598993,0.0,1.0,1.111145269870758,0.5,0.50606666373768,0.0,1.0,1.1226031184196472,345.24296752054335,00:01:59,00:39:36,
centralized_runs/archive/dp_adam_experiments_20260512_173837/dp_mid_noise05_clip10_b128_e20_seed42_20260512_173837,dp_mid_noise05_clip10_b128_e20_seed42_20260512_173837,completed,,Dataset,ConvNeXtTiny,true,0.5,20,1,Adam,false,1e-05,0.0001,128,10,true,0.1,true,noise_multiplier,0.5,,0.00025886616515661404,10.0,true,flat,hooks,0.5,0.5411970105366332,0.0,1.0,0.966990840435028,0.5,0.5914429653061524,0.0,1.0,1.0765217959880828,0.5,0.5024823162426959,0.0,1.0,0.9858401000499726,24.025155041919145,00:01:56,00:38:44,
centralized_runs/archive/dp_adam_experiments_20260512_173837/dp_mid_noise05_trainbackbone_b128_e20_seed42_20260512_173837,dp_mid_noise05_trainbackbone_b128_e20_seed42_20260512_173837,completed,,Dataset,ConvNeXtTiny,true,0.5,20,1,Adam,false,1e-05,0.0001,128,10,true,0.1,true,noise_multiplier,0.5,,0.00025886616515661404,5.0,true,flat,hooks,0.5,0.5415492526341583,0.0,1.0,0.9818748593330383,0.5,0.5881698226498542,0.0,1.0,1.1221436142921448,0.5,0.502017339601365,0.0,1.0,1.0015886962413787,24.025155041919145,00:01:55,00:38:16,
centralized_runs/archive/dp_adam_experiments_20260512_173837/dp_strong_noise08_b128_e20_seed42_20260512_173837,dp_strong_noise08_b128_e20_seed42_20260512_173837,completed,,Dataset,ConvNeXtTiny,true,0.5,20,1,Adam,false,1e-05,0.0001,128,10,true,0.1,true,noise_multiplier,0.8,,0.00025886616515661404,5.0,true,flat,hooks,0.5,0.5317324185248713,0.0,1.0,0.9058029055595398,0.5,0.5682032863230965,0.0,1.0,1.1193228721618653,0.5,0.5022736259391064,0.0,1.0,0.9206635415554046,6.655027058792894,00:01:56,00:38:36,
centralized_runs/archive/dp_debug_experiments_20260513_114657/dp_debug_noise02_clip50_b128_e20_seed42_20260513_114657,dp_debug_noise02_clip50_b128_e20_seed42_20260513_114657,completed,,Dataset,ConvNeXtTiny,true,0.5,20,20,Adam,false,1e-05,0.0001,128,10,true,0.1,true,noise_multiplier,0.2,,0.00025886616515661404,50.0,true,flat,hooks,0.5386700563587357,0.7200747365841706,0.08441558441558442,0.9929245283018868,0.8056973695755005,0.5195894292869382,0.6900582868356692,0.046296296296296294,0.9928825622775801,0.7974842250347137,0.5195894292869382,0.6900582868356692,0.046296296296296294,0.9928825622775801,0.7974842250347137,345.24296752054335,00:01:58,00:39:14,
centralized_runs/archive/dp_debug_experiments_20260513_114657/dp_debug_noise02_noclassweights_b128_e20_seed42_20260513_114657,dp_debug_noise02_noclassweights_b128_e20_seed42_20260513_114657,completed,,Dataset,ConvNeXtTiny,true,0.5,20,1,Adam,false,1e-05,0.0001,128,10,false,0.1,true,noise_multiplier,0.2,,0.00025886616515661404,5.0,true,flat,hooks,0.5,0.5568488115657927,0.0,1.0,0.6849058032035827,0.5,0.6456987830060191,0.0,1.0,0.8482172369956971,0.5,0.5056602668306899,0.0,1.0,0.7101597368717194,345.24296752054335,00:01:57,00:39:09,
centralized_runs/archive/dp_debug_experiments_20260513_114657/dp_debug_noise02_nolabelsmooth_b128_e20_seed42_20260513_114657,dp_debug_noise02_nolabelsmooth_b128_e20_seed42_20260513_114657,completed,,Dataset,ConvNeXtTiny,true,0.5,20,1,Adam,false,1e-05,0.0001,128,10,true,0.0,true,noise_multiplier,0.2,,0.00025886616515661404,5.0,true,flat,hooks,0.5,0.5568641264395982,0.0,1.0,1.1520206689834596,0.5,0.6652790592094665,0.0,1.0,2.226688826084137,0.5,0.5058176998667312,0.0,1.0,1.1886940717697143,345.24296752054335,00:01:59,00:39:35,
centralized_runs/archive/dp_debug_experiments_20260513_114657/dp_debug_noise0_clip5_b128_e20_seed42_20260513_114657,dp_debug_noise0_clip5_b128_e20_seed42_20260513_114657,completed,,Dataset,ConvNeXtTiny,true,0.5,20,19,Adam,false,1e-05,0.0001,128,10,true,0.1,true,noise_multiplier,0.0,,0.00025886616515661404,5.0,true,flat,hooks,0.7479784366576819,0.8602670913991669,0.5714285714285714,0.9245283018867925,0.6988768935203552,0.7370941522780194,0.8415180205907766,0.5679012345679012,0.9062870699881376,0.6486207693815231,0.7385110496023901,0.8377011847751272,0.5493827160493827,0.9276393831553974,0.6698014676570893,nan,00:01:55,00:38:19,
centralized_runs/archive/dp_sgd_smoke_runs_20260513/dp_sgd_tiny_smoke,dp_sgd_tiny_smoke,completed,,Dataset,SimpleNetwork,false,0.0,1,1,Adam,false,0.01,0.01,2,0,true,0.0,true,noise_multiplier,0.5,,0.25,1.0,true,flat,hooks,0.5,1.0,0.0,1.0,0.6930737495422363,0.5,0.0,0.0,1.0,0.6936437487602234,0.5,0.0,0.0,1.0,0.6936437487602234,1.8303383435281428,00:00:02,00:00:02,
